,event,number_of_frames
1268,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__5,122
1269,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__20,147
1270,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__23,127
1271,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__2,153
1272,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__5,156
1273,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__8,186
1274,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__6,117
1275,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__19,142
1276,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__14,158
1277,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__11,127
1278,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__11,172
1279,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__21,125
1280,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__12,127
1281,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__14,116
1282,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__13,137
1283,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__23,134
1284,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007074604922__20121007074606750@DVR-1_Ch2__4,140
1285,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__1,116
1286,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__4,51
1287,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__2,84
1288,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__3,155
1289,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__1,130
1290,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__8,179
1291,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__12,135
1292,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__21,800
1293,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__33,82
1294,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__2,102
1295,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__8,131
1296,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__12,177
1297,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__8,80
1298,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__9,99
1299,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__20,156
1300,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__35,99
1301,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__14,122
1302,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__1,164
1303,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__12,800
1304,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__1,100
1305,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__4,800
1306,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__8,181
1307,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__5,800
1308,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__3,127
1309,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__5,200
1310,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__9,104
1311,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__3,109
1312,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__14,800
1313,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__10,198
1314,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__38,117
1315,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__10,381
1316,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__1,101
1317,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__7,101
1318,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__12,166
1319,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__3,40
1320,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__14,181
1321,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__15,166
1322,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__9,137
1323,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__6,104
1324,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__15,658
1325,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__25,152
1326,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__21,800
1327,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__29,101
1328,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__19,195
1329,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__4,140
1330,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__7,129
1331,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__4,109
1332,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__7,735
1333,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__22,130
1334,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__9,140
1335,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007071603797__20121007071605609@DVR-1_Ch2__2,113
1336,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__15,800
1337,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__12,144
1338,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__3,800
1339,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__30,386
1340,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__11,96
1341,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__5,251
1342,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__23,115
1343,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__2,135
1344,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__18,127
1345,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__11,121
1346,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__3,102
1347,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__22,101
1348,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__20,126
1349,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__15,238
1350,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__7,101
1351,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__9,90
1352,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__9,121
1353,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__6,800
1354,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__8,134
1355,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__14,107
1356,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__20,126
1357,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__22,131
1358,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__11,114
1359,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__15,120
1360,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__5,115
1361,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__1,125
1362,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__34,81
1363,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__2,800
1364,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__2,225
1365,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__1,136
1366,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__7,133
1367,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__12,663
1368,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__18,86
1369,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__17,126
1370,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__21,91
1371,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__18,124
1372,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__7,146
1373,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__25,102
1374,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__11,800
1375,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__7,682
1376,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__3,103
1377,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__2,165
1378,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007071603797__20121007071605609@DVR-1_Ch2__5,126
1379,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__7,100
1380,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__10,105
1381,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__13,800
